n-gram,frekvence
dnes,156
mne,117
bych,93
čr,80
jejich,77
poslanecké,61
všem,60
jim,57
sněmovně,56
den,54
české,54
ráda,53
jeho,51
takže,50
také,50
pan,49
samozřejmě,47
zároveň,47
již,46
podle,45
chtěla,44
zákona,44
velmi,44
no,43
přeji,42
proti,42
vlády,41
děkuji,40
teď,40
paní,40
republiky,40
plzni,39
osobně,39
práci,38
pana,38
právě,38
sněmovny,37
ano,37
parlamentu,37
své,37
budu,36
let,36
hnutí,35
návrh,35
tedy,34
práce,33
myslím,33
věřím,32
babiš,31
nemám,31
například,30
pouze,30
vy,30
města,30
andrej,30
radost,30
kraje,29
všechny,29
další,28
občana,28
vážně,28
pane,27
chci,27
zákon,27
jde,27
totiž,27
vláda,27
podporu,26
jednání,26
této,26
možná,26
zástupci,26
cizinců,26
území,26
měla,25
vládě,25
digitální,25
dnešní,25
hezký,25
pak,25
poslanecké sněmovně,37
chtěla bych,29
andrej babiš,26
plzeňského kraje,21
poslanecké sněmovny,21
české republiky,21
třetích zemí,18
právu občana,17
parlamentu čr,17
území čr,17
města plzně,16
občana digitální,16
digitální služby,14
podle mne,14
přeji všem,14
české televize,13
pracovních agentur,12
cizinců třetích,12
mimořádnou schůzi,11
hnutí ano,11
zákona právu,11
mého názoru,11
dobrý den,11
andreje babiše,11
plzeňském kraji,11
zaměstnávání cizinců,10
pan premiér,10
paní ministryně,10
pane předsedo,9
veřejnou správu,9
zemí území,9
návrhu zákona,8
evropské komise,8
prezidenta republiky,8
velkou radost,8
bych dnes,8
zákon právu,7
místní rozvoj,7
manželství všechny,7
hezký večer,7
parlamentu české,7
poslanecký klub,7
evropského parlamentu,7
práce čr,7
státní zástupce,7
střetu zájmů,7
pana premiéra,7
správu regionální,7
regionální rozvoj,7
pěkný den,6
top 09,6
měst obcí,6
stavebního práva,6
stavebního zákona,6
mnoho úspěchů,6
2 roky,6
musím říct,6
pan prezident,6
role státu,6
sněmovně dnes,6
bych poděkovat,6
pane kolego,6
pobytu cizinců,6
třetí země,6
