n-gram,frekvence
spd,907
hnutí,724
eu,503
podle,453
proti,412
či,401
české,293
země,252
evropské,245
také,234
čssd,228
naše,223
vláda,219
unie,219
své,218
korun,208
jeho,205
roce,203
další,203
děti,201
než,200
evropy,196
lidé,187
jejich,184
již,174
imigraci,174
mají,172
musí,171
zemi,169
my,167
západní,163
procent,162
naši,162
stejně,159
roku,158
naší,158
nyní,155
státu,155
našich,155
více,154
imigranti,153
tisíc,152
lidí,152
prosím,149
strany,149
abychom,148
ano,147
čr,146
tedy,145
kvůli,143
česká,140
rodiny,140
zemí,135
bruselu,133
let,132
musíme,132
mezi,132
řekl,130
naprosto,130
občanů,126
islámu,125
například,123
vaše,123
sluníčkáři,123
evropská,123
společně,122
této,121
stát,121
podporuje,120
našeho,120
parlamentu,119
pak,115
státy,115
států,114
odmítáme,114
navíc,113
dnes,113
odmítá,113
jde,111
evropského,108
hnutí spd,622
evropské unie,108
česká republika,91
evropská unie,91
evropského parlamentu,86
více než,75
abychom dopadli,65
dopadli stejně,65
masovou imigraci,62
prosím hnutí,61
nelegální imigranti,59
české republice,59
české republiky,59
babišova vláda,57
miliard korun,57
ano čssd,56
západní evropa,56
naši vlast,56
myslíte vy,54
naše země,54
našich hranic,52
volte prosím,51
stejně islamizovaná,50
top 09,50
islamizovaná západní,49
spd podporuje,49
tisíc korun,47
volbách evropského,47
vyjít ulici,46
odmítáme masovou,44
evropské unii,44
české občany,43
lidé bojí,42
naší zemi,42
imigraci požadujeme,41
spd nechce,40
nechce abychom,40
bojí vyjít,40
požadujeme možnost,40
kontroly našich,40
sem nemohli,40
podpořte prosím,40
mnohdy lidé,39
ulici nepobodali,39
nepobodali či,39
či nezavraždili,39
nezavraždili imigranti,39
imigranti odmítáme,39
možnost kontroly,39
hranic sem,39
nemohli dostat,39
dostat nelegální,39
imigranti teroristi,39
hnutí ano,39
ministr vnitra,37
islámské ideologie,37
republika místě,37
západní evropy,37
evropa mnohdy,36
vaše děti,36
vaše rodiny,35
děti vaše,35
podle našeho,34
chráníme naši,34
vlast chráníme,34
chráníme české,34
občany chráníme,34
chráníme vaše,34
rodiny vaše,34
vaše přátele,34
přátele majetek,34
naši zemi,34
naší země,34
spd odmítá,34
podporujte prosím,33
našeho názoru,33
nenávistné islámské,33
našeho státu,32
masové imigraci,32
marine le,31
abychom dopadli stejně,65
prosím hnutí spd,61
islamizovaná západní evropa,49
stejně islamizovaná západní,48
dopadli stejně islamizovaná,46
volbách evropského parlamentu,46
odmítáme masovou imigraci,44
masovou imigraci požadujeme,41
hnutí spd nechce,40
spd nechce abychom,40
nechce abychom dopadli,40
imigraci požadujeme možnost,40
mnohdy lidé bojí,39
lidé bojí vyjít,39
bojí vyjít ulici,39
vyjít ulici nepobodali,39
ulici nepobodali či,39
nepobodali či nezavraždili,39
či nezavraždili imigranti,39
nezavraždili imigranti odmítáme,39
imigranti odmítáme masovou,39
požadujeme možnost kontroly,39
možnost kontroly našich,39
kontroly našich hranic,39
našich hranic sem,39
hranic sem nemohli,39
sem nemohli dostat,39
nemohli dostat nelegální,39
dostat nelegální imigranti,39
nelegální imigranti teroristi,39
česká republika místě,37
západní evropa mnohdy,36
evropa mnohdy lidé,36
hnutí spd podporuje,36
vaše děti vaše,35
chráníme naši vlast,34
naši vlast chráníme,34
vlast chráníme české,34
chráníme české občany,34
české občany chráníme,34
občany chráníme vaše,34
chráníme vaše rodiny,34
vaše rodiny vaše,34
vaše přátele majetek,34
podle našeho názoru,33
nenávistné islámské ideologie,33
rodiny vaše děti,31
podporujte prosím hnutí,30
děti vaše přátele,30
hnutí spd odmítá,30
hnutí spd naprosto,28
ano čssd ksčm,28
kolik znásilněných zavražděných,27
musí politici probrali,26
probrali začali bránit,26
evropského parlamentu května,26
politici probrali začali,25
imigrantskou invazí nenávistí,25
invazí nenávistí islámu,25
zákaz islámského zahalování,25
května hnutí spd,25
podle hnutí spd,24
nechcete abychom dopadli,24
hnutí spd jasně,23
spd naprosto odmítá,23
hnutí spd společně,21
země západní evropy,20
znásilněných zavražděných dívek,20
zavražděných dívek kolik,20
začali bránit evropu,20
bránit evropu imigrantskou,20
evropu imigrantskou invazí,20
volte prosím května,20
kolik napadených zabitých,19
zabitých evropanů musí,19
evropanů musí politici,19
bohužel babišova vláda,19
kolových zemědělských lesnických,19
zemědělských lesnických traktorů,19
podpořte prosím hnutí,19
stejně islamizovaná západní evropa,48
abychom dopadli stejně islamizovaná,46
dopadli stejně islamizovaná západní,45
odmítáme masovou imigraci požadujeme,41
hnutí spd nechce abychom,40
spd nechce abychom dopadli,40
nechce abychom dopadli stejně,40
masovou imigraci požadujeme možnost,40
mnohdy lidé bojí vyjít,39
lidé bojí vyjít ulici,39
bojí vyjít ulici nepobodali,39
vyjít ulici nepobodali či,39
ulici nepobodali či nezavraždili,39
nepobodali či nezavraždili imigranti,39
či nezavraždili imigranti odmítáme,39
nezavraždili imigranti odmítáme masovou,39
imigranti odmítáme masovou imigraci,39
imigraci požadujeme možnost kontroly,39
požadujeme možnost kontroly našich,39
možnost kontroly našich hranic,39
našich hranic sem nemohli,39
hranic sem nemohli dostat,39
sem nemohli dostat nelegální,39
nemohli dostat nelegální imigranti,39
dostat nelegální imigranti teroristi,39
kontroly našich hranic sem,38
islamizovaná západní evropa mnohdy,36
západní evropa mnohdy lidé,36
evropa mnohdy lidé bojí,36
chráníme naši vlast chráníme,34
naši vlast chráníme české,34
vlast chráníme české občany,34
chráníme české občany chráníme,34
české občany chráníme vaše,34
občany chráníme vaše rodiny,34
chráníme vaše rodiny vaše,34
vaše rodiny vaše děti,31
rodiny vaše děti vaše,31
podporujte prosím hnutí spd,30
vaše děti vaše přátele,30
děti vaše přátele majetek,30
musí politici probrali začali,25
politici probrali začali bránit,25
imigrantskou invazí nenávistí islámu,25
nechcete abychom dopadli stejně,24
hnutí spd naprosto odmítá,23
volbách evropského parlamentu května,23
kolik znásilněných zavražděných dívek,20
znásilněných zavražděných dívek kolik,20
probrali začali bránit evropu,20
začali bránit evropu imigrantskou,20
bránit evropu imigrantskou invazí,20
zabitých evropanů musí politici,19
evropu imigrantskou invazí nenávistí,19
kolových zemědělských lesnických traktorů,19
podpořte prosím hnutí spd,19
hnutí svoboda přímá demokracie,18
normální svět normální lidi,18
evropanů musí politici probrali,18
