n-gram,frekvence
eu,69
di,55
dnes,41
il,32
také,27
více,26
la,26
e,25
čr,21
in,21
právě,19
děkuji,19
díky,18
komise,18
evropské,17
che,16
ep,14
parlamentu,14
českých,14
non,14
nové,14
práce,14
než,14
další,13
bruselu,13
mezi,13
musíme,13
per,13
děti,12
dobře,12
let,12
jeho,12
del,12
teď,12
země,11
con,11
della,11
naše,11
grazie,11
trhu,10
lidí,10
podporovat,10
evropská,10
projekt,10
české,10
průmyslu,10
hlasování,10
podporu,10
mě,10
můžete,10
jejich,10
proti,9
l,9
gratuluji,9
jde,9
evropy,9
evropském,9
musí,9
budeme,9
těším,9
česko,8
důležité,8
budu,8
jana,8
palacha,8
studenti,8
rakousku,8
kolegy,8
jan,8
palach,8
světě,8
velmi,8
patří,8
anni,8
týden,8
období,8
budoucnosti,8
spolupráci,8
skvělá,8
konference,7
evropském parlamentu,9
jana palacha,8
evropská komise,8
přídavků děti,6
jan palach,6
více než,6
evropské komise,5
příští týden,5
mladých lidí,5
vnitřním trhu,4
proti zneužívání,4
zneužívání odkazu,4
odkazu jana,4
evropského parlamentu,4
českých rodin,4
malé střední,4
střední podniky,4
di jan,4
těším spolupráci,4
skvělá zpráva,4
právě teď,4
indexací přídavků,3
trhu eu,3
zeměmi eu,3
vnitřní trh,3
indexace přídavků,3
mladé lidi,3
pět let,3
che il,3
lidská práva,3
con il,3
per il,3
tomto případě,3
země eu,3
společných podniků,3
anni dal,3
dal suo,3
suo sacrificio,3
roce 2017,3
silniční balíček,3
e non,3
speciálních olympiád,3
naprostý souhlas,3
velká gratulace,3
přídavky děti,3
třeba podporovat,3
pane kolego,3
miliard eur,3
omezování plastů,3
grazie grazie,3
více mém,3
životního prostředí,3
kreativní průmysly,3
la petizione,3
di praga,3
budoucnosti práce,3
volný pohyb,3
naše firmy,3
členské státy,3
il presidente,3
vysílání pracovníků,2
volného pohybu,2
volného trhu,2
no jo,2
jo no,2
dlouho říkám,2
rakousko indexací,2
více článku,2
eu dnes,2
průmyslovou politiku,2
francouzská kandidátka,2
paláci žofín,2
ocenění zlatý,2
zlatý odznak,2
partiti che,2
che la,2
novým předsedou,2
di commissione,2
con la,2
di questo,2
proti zneužívání odkazu,4
zneužívání odkazu jana,4
odkazu jana palacha,4
malé střední podniky,4
di jan palach,4
indexací přídavků děti,3
indexace přídavků děti,3
anni dal suo,3
no jo no,2
rakousko indexací přídavků,2
vnitřním trhu eu,2
ocenění zlatý odznak,2
vznikají stabilní pracovní,2
stabilní pracovní místa,2
postavila evropská komise,2
9 500 českých,2
500 českých rodin,2
dopadne dnešní hlasování,2
pět let povedlo,2
let povedlo naopak,2
jan palach in,2
jana palacha italskými,2
palacha italskými extremisty,2
lo stato di,2
stato di diritto,2
společných podniků eu,2
let práce evropském,2
práce evropském parlamentu,2
výboru průmysl výzkum,2
průmysl výzkum energetiku,2
dal suo sacrificio,2
novými členskými zeměmi,2
německa španělska francie,2
gratuluji těším spolupráci,2
hájila lidská práva,2
stáž katky lily,2
dalších miliard eur,2
grazie grazie grazie,2
více mém dnešním,2
mém dnešním komentáři,2
distintivo d oro,2
malých středních podniků,2
jízdu německých dálnicích,2
le foto non,2
di gruppi musicali,2
rozvoj kreativního průmyslu,2
základní pilíře eu,2
50 anni dal,2
země vysokou robotizací,2
petice proti zneužívání,2
člověk těšit maličkostí,2
roboty 10 pracovníků,2
výročí úmrtí jana,2
úmrtí jana palacha,2
světové letní hry,2
il libro di,2
pražském domě bruselu,2
kancléř hodnotí předsednictví,1
hodnotí předsednictví rakouska,1
předsednictví rakouska úspěchy,1
rakouska úspěchy řadí,1
úspěchy řadí revizi,1
řadí revizi směrnice,1
revizi směrnice vysílání,1
směrnice vysílání pracovníků,1
vysílání pracovníků bohužel,1
pracovníků bohužel ním,1
bohužel ním nemůžu,1
ním nemůžu souhlasit,1
nemůžu souhlasit nepodařilo,1
souhlasit nepodařilo vybalancovat,1
nepodařilo vybalancovat zachování,1
vybalancovat zachování volného,1
zachování volného pohybu,1
volného pohybu služeb,1
pohybu služeb ochranu,1
služeb ochranu pracovníků,1
ochranu pracovníků vydali,1
pracovníků vydali cestou,1
vydali cestou omezování,1
proti zneužívání odkazu jana,4
zneužívání odkazu jana palacha,4
rakousko indexací přídavků děti,2
vznikají stabilní pracovní místa,2
9 500 českých rodin,2
pět let povedlo naopak,2
odkazu jana palacha italskými,2
jana palacha italskými extremisty,2
lo stato di diritto,2
let práce evropském parlamentu,2
výboru průmysl výzkum energetiku,2
anni dal suo sacrificio,2
více mém dnešním komentáři,2
50 anni dal suo,2
petice proti zneužívání odkazu,2
výročí úmrtí jana palacha,2
kancléř hodnotí předsednictví rakouska,1
hodnotí předsednictví rakouska úspěchy,1
předsednictví rakouska úspěchy řadí,1
rakouska úspěchy řadí revizi,1
úspěchy řadí revizi směrnice,1
řadí revizi směrnice vysílání,1
revizi směrnice vysílání pracovníků,1
směrnice vysílání pracovníků bohužel,1
vysílání pracovníků bohužel ním,1
pracovníků bohužel ním nemůžu,1
bohužel ním nemůžu souhlasit,1
ním nemůžu souhlasit nepodařilo,1
nemůžu souhlasit nepodařilo vybalancovat,1
souhlasit nepodařilo vybalancovat zachování,1
nepodařilo vybalancovat zachování volného,1
vybalancovat zachování volného pohybu,1
zachování volného pohybu služeb,1
volného pohybu služeb ochranu,1
pohybu služeb ochranu pracovníků,1
služeb ochranu pracovníků vydali,1
ochranu pracovníků vydali cestou,1
