n-gram,frekvence
dnes,47
zájmů,34
také,33
premiér,33
díky,30
evropské,30
pan,29
piráti,28
vláda,26
návrh,26
piráty,25
právě,25
premiéra,25
vlády,24
všem,23
již,23
české,23
zákona,23
sněmovně,22
státní,22
babiš,22
budeme,21
střetu,21
chceme,21
naše,21
zákon,21
jde,20
čr,20
my,20
čssd,19
digitální,18
ano,18
další,18
jeho,18
či,18
rád,18
věci,16
bych,16
měl,16
strany,16
než,15
lidé,15
řešit,14
pirátů,14
parlamentu,14
komise,14
smluv,14
vládě,14
proti,14
podporu,14
bychom,14
jejich,14
státu,13
digitalizace,13
registru,13
této,13
řešení,12
babiše,12
nejen,12
zrušení,12
dotace,12
právo,12
musí,12
společně,12
rok,12
mají,12
situaci,11
zde,11
všechny,11
pana,11
vládní,11
sněmovnou,11
prošel,11
občanů,11
vedení,11
prezident,11
let,11
třeba,11
nové,11
občané,11
střetu zájmů,21
pan premiér,14
registru smluv,11
střet zájmů,8
díky všem,8
evropského parlamentu,8
evropské komise,8
státní správa,7
digitální službu,7
zájmů premiéra,6
česká republika,6
české republiky,6
premiéra babiše,5
výjimek registru,5
premiér babiš,5
rád bych,5
digitalizace státu,5
zrušení výjimek,4
smluv čez,4
státem ovládané,4
vyslovení nedůvěry,4
daňových poplatníků,4
děkujeme všem,4
10 let,4
prezident zeman,4
pan babiš,4
dostala područí,4
dětských exekucí,4
schválení zákona,4
webu můžete,4
založit firmu,4
vlajkový zákon,4
zákon digitalizace,4
jeden den,4
druhým čtením,3
komunikaci úřady,3
děkuji všem,3
veřejnou správu,3
čez další,3
další státem,3
ovládané firmy,3
budeme držet,3
držet kurz,3
evropských voleb,3
zdanění práce,3
jeho střet,3
evropské úrovni,3
české republice,3
novelu zákona,3
evropské komisi,3
bychom chtěli,3
vedení země,3
návrh zrušení,3
evropské dotace,3
digitální ústavu,3
mobilní data,3
státní správy,3
evropský parlament,3
státní správu,3
celý rozhovor,3
prošel čtením,3
nový web,3
premiér střetu,3
dobrý den,3
evropském parlamentu,3
našeho poslance,3
zrušení dětských,3
rozpočtový výbor,3
výbor doporučení,3
doporučení schválení,3
zákona vůbec,3
vůbec nehlasoval,3
nehlasoval piráti,3
piráti dnes,3
dnes hlasovali,3
hlasovali zamítnutí,3
zamítnutí dodatečného,3
dodatečného zdanění,3
zdanění církevních,3
církevních restitucí,3
střetu zájmů premiéra,5
výjimek registru smluv,5
registru smluv čez,4
vlajkový zákon digitalizace,4
zrušení výjimek registru,3
smluv čez další,3
čez další státem,3
další státem ovládané,3
státem ovládané firmy,3
budeme držet kurz,3
jeho střet zájmů,3
pan premiér babiš,3
premiér střetu zájmů,3
zrušení dětských exekucí,3
rozpočtový výbor doporučení,3
výbor doporučení schválení,3
doporučení schválení zákona,3
schválení zákona vůbec,3
zákona vůbec nehlasoval,3
vůbec nehlasoval piráti,3
nehlasoval piráti dnes,3
piráti dnes hlasovali,3
dnes hlasovali zamítnutí,3
hlasovali zamítnutí dodatečného,3
zamítnutí dodatečného zdanění,3
dodatečného zdanění církevních,3
zdanění církevních restitucí,3
církevních restitucí důvodu,3
restitucí důvodu vláda,3
důvodu vláda nedoložila,3
vláda nedoložila došlo,3
nedoložila došlo jejich,3
došlo jejich předražení,3
právu digitální službu,3
právo občana digitální,3
občana digitální službu,3
nakonec projde zjednodušení,3
projde zjednodušení vyhazovu,3
zjednodušení vyhazovu jde,3
vyhazovu jde státní,3
jde státní správa,3
státní správa jednoduše,3
správa jednoduše dostala,3
jednoduše dostala područí,3
zákon digitalizace státu,3
dva důležité zákony,2
zájmů premiéra babiše,2
výbor veřejnou správu,2
veřejnou správu regionální,2
správu regionální rozvoj,2
regionální rozvoj kterému,2
