n-gram,frekvence
dnes,51
eu,27
jejich,24
země,23
naší,23
paní,19
dnešní,18
proti,18
musíme,17
více,17
sněmovně,16
již,16
měli,14
bychom,14
také,14
naše,14
let,14
čína,13
zemi,13
čr,13
volby,12
české,12
než,12
ministryně,12
opatření,11
rusko,11
roce,11
mají,11
další,11
hrozbou,11
mezi,11
politiku,11
kterou,10
dezinformací,10
své,10
opět,10
vláda,10
díky,10
musí,9
bojovat,9
abychom,9
vážím,9
stejně,9
vyšetřovací,9
opravdu,9
setkání,9
stát,9
evropské,8
hrozby,8
vliv,8
tato,8
jednání,8
lety,8
můžeme,8
nato,8
stále,8
všechny,8
sněmovny,8
zákona,8
ano,8
budeme,8
top,8
měla,8
zcela,8
velkou,8
všem,7
naši,7
nejen,7
dezinformace,7
čím,7
vůči,7
mě,7
politické,7
kterým,7
šíření,7
jan,7
jeho,7
ráda,7
komise,7
autoritářských,7
paní ministryně,8
měli bychom,7
top 09,7
naší země,7
vyšetřovací komise,6
čím dál,5
autoritářských režimů,5
elektrárny počerady,5
velkou ctí,5
uznání kosova,5
poslanecké sněmovny,5
české republice,5
neseme odpovědnost,4
odpovědnost budoucím,4
budoucím generacím,4
vlivu autoritářských,4
českou republiku,4
česká republika,4
30 let,4
šíření dezinformací,4
ctí mohla,4
naše země,4
zahraniční politiku,4
dalších letech,4
sněmovně dnes,4
bychom měli,4
hybridní hrozby,4
podporují šíření,3
klimatická změna,3
změna realitou,3
země eu,3
eu musí,3
paní ministryni,3
životního prostředí,3
dnes sněmovně,3
počerady paní,3
ps nato,3
10 000,3
ta čína,3
příjemné setkání,3
migraci azylovou,3
azylovou politiku,3
vyšetřovací komisi,3
zemanovo prohlášení,3
prohlášení odvolání,3
odvolání uznání,3
kosova nepřijatelné,3
nepřijatelné zahraniční,3
určuje vláda,3
vláda prezident,3
strategických zásob,3
velké díky,3
dnes zde,3
novelu zákona,3
naší zemi,3
ruska číny,3
naši společnost,2
konferenci evropské,2
kontextu hybridních,2
hybridních hrozeb,2
hrozeb výsledku,2
chceme rozhodnout,2
rozhodnout sami,2
kyberútoky dezinformace,2
dezinformace realitou,2
realitou kterou,2
kterou setkáváme,2
setkáváme čím,2
čím dal,2
dal častěji,2
častěji měli,2
bychom udělat,2
udělat vše,2
vše abychom,2
abychom vůči,2
vůči těmto,2
těmto vlivům,2
vlivům odolnější,2
odolnější děkuji,2
děkuji účastníkům,2
neseme odpovědnost budoucím,4
odpovědnost budoucím generacím,4
vlivu autoritářských režimů,4
velkou ctí mohla,4
klimatická změna realitou,3
elektrárny počerady paní,3
počerady paní ministryně,3
migraci azylovou politiku,3
zemanovo prohlášení odvolání,3
prohlášení odvolání uznání,3
odvolání uznání kosova,3
uznání kosova nepřijatelné,3
