n-gram,frekvence
top 09,182
andrej babiš,153
hnutí ano,101
miloš zeman,90
paní ministryně,87
víc než,83
andreje babiše,75
státního rozpočtu,72
pane kalousku,68
prezidenta republiky,65
pane předsedo,63
máte pravdu,61
české republiky,60
ano čssd,57
poslanecké sněmovny,56
pane ministře,56
předseda vlády,55
prezident republiky,55
příští rok,53
více než,52
pan prezident,51
právního státu,49
mnohem víc,47
nouzový stav,46
tomto případě,45
ministr financí,44
té doby,44
děkuji všem,41
vší úctě,41
pan premiér,40
naší zemi,40
konflikt zájmů,40
přeji hodně,39
pan ministr,39
vlády čr,39
státním rozpočtu,39
jiného než,37
rád bych,36
rozpočtové odpovědnosti,36
poslanecké sněmovně,35
nouzového stavu,35
právní stát,34
tv prima,34
přál bych,34
rozdíl mezi,33
hodně štěstí,33
vládní strany,33
miroslav kalousek,33
premiér babiš,33
bych rád,31
česká republika,30
ministryně financí,30
státní rozpočet,30
hodně zdraví,29
daňových poplatníků,29
mnohem větší,29
pane premiére,29
veřejných rozpočtů,28
trestně stíhaný,28
trestní oznámení,28
krizového štábu,28
pane kolego,28
hodně úspěchů,27
ministra financí,27
mld kč,27
mrzí mě,27
pivo mirkem,27
bychom měli,27
státní zástupce,26
takovém případě,26
čapí hnízdo,26
veřejných financí,26
pan předseda,26
každém případě,26
bych přál,26
hodně sil,26
pana premiéra,25
miloše zemana,25
ministr zdravotnictví,25
dobrý den,25
prezident zeman,25
30 let,25
úplně jedno,25
pár let,25
ministerstvo financí,24
nezbývá než,24
státních zaměstnanců,24
poslanci ano,24
přímém přenosu,24
dva roky,23
předsedy vlády,23
ministr vnitra,23
naší země,23
vládní poslanci,23
vládní koalice,23
této vlády,22
ministra zdravotnictví,22
sám sebe,22
poslanecká sněmovna,22
státní zastupitelství,22
ano čssd ksčm,19
zákona státním rozpočtu,18
zrušení superhrubé mzdy,16
prodloužení nouzového stavu,16
zákona rozpočtové odpovědnosti,15
premiér andrej babiš,15
mnohem víc než,14
národní rozpočtové rady,14
předseda vlády čr,13
čest jeho památce,13
ústředního krizového štábu,13
podle mého názoru,12
přeji hodně úspěchů,12
jaký rozdíl mezi,12
ods top 09,12
nikdy mě nenapadlo,12
návrh státního rozpočtu,11
přeji hodně sil,11
dám včas vědět,10
poslanci ano čssd,10
best in covid,10
penzijního zdravotního pojištění,10
trestně stíhaného premiéra,10
republiky miloš zeman,9
trestně stíhaný stbák,9
hlasování nedůvěře vládě,9
počet státních zaměstnanců,9
ať odpočívá pokoji,9
odpočívejte pokoji pane,9
ano spd ksčm,9
své cti dbalý,9
přeji mnoho úspěchů,9
té či oné,9
správě cizího majetku,8
principy právního státu,8
prezident české republiky,8
rozpočtová politika vlády,8
ano ksčm spd,8
peníze daňových poplatníků,8
předsedkyně národní rozpočtové,8
děkuji všem přišli,7
schopný národ řídí,7
hodně zdraví sil,7
kauze čapí hnízdo,7
poslanci top 09,7
dle mého názoru,7
státního rozpočtu rok,7
partii tv prima,7
kanceláře prezidenta republiky,7
den české státnosti,7
přeji hodně štěstí,7
národ řídí nemehla,6
premiéra andreje babiše,6
přeji vše dobré,6
všech politických stranách,6
poslanců top 09,6
vašem místě bych,6
dobrý den pane,6
židovských náboženských obcí,6
zákona veřejném zdraví,6
přeji mu hodně,6
finanční strategii čr,6
platby státní pojištěnce,6
ušetřit jedinou korunu,6
máte pravdu pane,6
bývalý ministr financí,6
vážné bezpečnostní riziko,6
vlády ano čssd,6
abych pravdu řekl,6
vy dobře víte,6
napříč politickým spektrem,6
vyslovení nedůvěry vládě,6
klubu top 09,6
máte jistě pravdu,6
odskáčou ti nejslabší,6
porušování povinností správě,6
povinností správě cizího,6
markéta pekarová adamová,6
ať či onak,6
zaslouží naši úctu,6
trestně stíhaný premiér,6
přeji hodně zdraví,6
práce sociálních věcí,6
maestro semjon byčkov,6
premiér trestně stíhaný,6
trestně stíhaná osoba,6
rád bych mýlil,6
také jiného než,5
