n-gram,frekvence
trikolóra,116
všem,114
dnes,91
setkání,70
mě,68
naší,68
přeji,64
naše,64
den,64
české,61
opravdu,60
děkuji,58
jejich,58
školství,47
než,47
děti,46
opět,46
lidí,44
jeho,43
či,42
let,42
doma,40
také,39
další,38
právě,38
své,38
měli,37
dnešní,37
ráda,36
všechny,36
olomouc,35
sněmovně,35
nejen,35
naprosto,34
našich,34
jim,32
václav,32
proti,32
republiky,32
mají,31
stále,31
klaus,30
všech,30
ať,30
paní,30
dětí,29
děkujeme,29
díky,29
návrh,29
krásný,29
ods,28
stejně,28
již,28
první,27
přišli,27
hnutí,26
víc,26
našeho,26
mnoho,26
velmi,26
my,26
tedy,26
nikdy,25
země,25
více,25
lidé,25
tady,25
jednou,24
pouze,24
bych,24
organizaci,24
mezi,24
naši,24
ta,24
kraj,23
čas,23
dne,23
snad,22
slova,22
kterou,22
václav klaus,29
české republiky,29
přeji všem,24
děkuji všem,20
hnutí trikolóra,16
české republice,15
czech republic,14
olomouckém kraji,13
kraj czech,13
všem přišli,13
dnešní den,12
víc než,12
všem krásný,12
děkujeme všem,10
poslanecká sněmovna,10
sněmovna parlamentu,10
parlamentu české,10
prvé řadě,9
více než,9
přeji krásný,9
příznivci trikolóra,9
vodní pólo,8
vládní koalice,8
naší země,8
musím říct,8
neposlední řadě,8
sk up,7
up olomouc,7
olomouc vodní,7
svoboda slova,7
olomoucký kraj,7
naše děti,7
závěrečná beseda,7
registrovaných příznivců,7
příznivců trikolóra,7
přišli popovídat,7
skvělou organizaci,7
olomouc hc,6
místních organizací,6
našem olomouckém,6
dalibor horák,6
original play,6
čím dál,6
poslanecká kancelář,6
kancelář zuzany,6
zuzany majerové,6
majerové zahradníkové,6
olomouckého kraje,6
martin šnévajs,6
strpění cizince,6
norbert hlaváček,6
jiného než,6
krásný víkend,6
svobodu slova,6
majerová zahradníková,6
organizaci dne,6
muže ženy,6
skupiny přátel,6
ods občanská,6
občanská demokratická,6
demokratická strana,6
také všem,6
krajskému koordinátorovi,6
hc kohouti,5
kohouti olomouc,5
hc mora,5
mora olomouc,5
uctění památky,5
posledních letech,5
naší zemi,5
své vlastní,5
normální svět,5
sociálních sítích,5
sněmovně dnes,5
zvyšování daní,5
velký dík,5
perfektní organizaci,5
institut strpění,5
velka bystrice,5
bystrice olomoucký,5
kraj czech republic,13
přeji všem krásný,12
poslanecká sněmovna parlamentu,10
parlamentu české republiky,10
sněmovna parlamentu české,9
sk up olomouc,7
up olomouc vodní,7
olomouc vodní pólo,7
poslanecká kancelář zuzany,6
kancelář zuzany majerové,6
zuzany majerové zahradníkové,6
olomoucký kraj czech,6
ods občanská demokratická,6
občanská demokratická strana,6
hc kohouti olomouc,5
hc mora olomouc,5
našem olomouckém kraji,5
institut strpění cizince,5
velka bystrice olomoucký,5
bystrice olomoucký kraj,5
jihomoravký kraj czech,5
zuzana majerová zahradníková,5
olomouc hc mora,4
braňme normální svět,4
přeji všem krásnou,4
vyslovení nedůvěry vládě,4
projednáváme novelu zákona,4
víc než dost,4
krásný odpočinkový víkend,4
všem přišli popovídat,4
kohouti olomouc hc,3
nikdy nesmíme zapomenout,3
občanů české republiky,3
čím dál víc,3
městys náměšť hané,3
přeji všem pěkný,3
0 tolerance alkoholu,3
závěrečná beseda konala,3
pozornost věnujeme stereotypnímu,3
věnujeme stereotypnímu rozdělení,3
stereotypnímu rozdělení rolí,3
rozdělení rolí muže,3
rolí muže ženy,3
muže ženy zařazujeme,3
ženy zařazujeme aktivity,3
zařazujeme aktivity vnímání,3
aktivity vnímání nabourávají,3
vnímání nabourávají čtení,3
nabourávají čtení pohádek,3
čtení pohádek vybíráme,3
pohádek vybíráme pohádky,3
vybíráme pohádky jiných,3
pohádky jiných kulturních,3
jiných kulturních okruhů,3
kulturních okruhů příběhy,3
okruhů příběhy kterých,3
příběhy kterých vyskytují,3
kterých vyskytují různé,3
vyskytují různé modely,3
různé modely rodiny,3
modely rodiny nepracují,3
rodiny nepracují tradičními,3
nepracují tradičními stereotypy,3
tradičními stereotypy rolích,3
stereotypy rolích mužů,3
rolích mužů žen,3
všem krásný víkend,3
vládní návrh zákona,3
setkání příznivců trikolóra,3
děkuji všem přišli,3
všem krásný klidný,3
organizaci dne také,3
dne také všem,3
děkuji krajskému předsedovi,3
předsedkyně parlamentní skupiny,3
parlamentní skupiny přátel,3
také všem přišli,3
setkání příznivci trikolóra,3
děkuji všem lidem,3
mora olomouc hc,2
poslanecká sněmovna parlamentu české,9
sněmovna parlamentu české republiky,9
sk up olomouc vodní,7
up olomouc vodní pólo,7
poslanecká kancelář zuzany majerové,6
kancelář zuzany majerové zahradníkové,6
olomoucký kraj czech republic,6
ods občanská demokratická strana,6
velka bystrice olomoucký kraj,5
bystrice olomoucký kraj czech,5
jihomoravký kraj czech republic,5
olomouc hc mora olomouc,4
hc kohouti olomouc hc,3
kohouti olomouc hc mora,3
pozornost věnujeme stereotypnímu rozdělení,3
věnujeme stereotypnímu rozdělení rolí,3
stereotypnímu rozdělení rolí muže,3
rozdělení rolí muže ženy,3
rolí muže ženy zařazujeme,3
muže ženy zařazujeme aktivity,3
ženy zařazujeme aktivity vnímání,3
zařazujeme aktivity vnímání nabourávají,3
aktivity vnímání nabourávají čtení,3
vnímání nabourávají čtení pohádek,3
nabourávají čtení pohádek vybíráme,3
čtení pohádek vybíráme pohádky,3
pohádek vybíráme pohádky jiných,3
vybíráme pohádky jiných kulturních,3
pohádky jiných kulturních okruhů,3
jiných kulturních okruhů příběhy,3
kulturních okruhů příběhy kterých,3
okruhů příběhy kterých vyskytují,3
příběhy kterých vyskytují různé,3
kterých vyskytují různé modely,3
vyskytují různé modely rodiny,3
různé modely rodiny nepracují,3
modely rodiny nepracují tradičními,3
rodiny nepracují tradičními stereotypy,3
nepracují tradičními stereotypy rolích,3
tradičními stereotypy rolích mužů,3
stereotypy rolích mužů žen,3
přeji všem krásný víkend,3
přeji všem krásný klidný,3
organizaci dne také všem,3
předsedkyně parlamentní skupiny přátel,3
hc mora olomouc hc,2
starosta štěpánov jiřím šindlerem,2
výročí listopadu 1939 1989,2
upřímnou soustrast všem pozůstalým,2
soustrast všem pozůstalým obětí,2
všem pozůstalým obětí střelby,2
pozůstalým obětí střelby ostravské,2
obětí střelby ostravské nemocnici,2
možné jejich smutek aspoň,2
jejich smutek aspoň zmírnit,2
smutek aspoň zmírnit obzvlášť,2
aspoň zmírnit obzvlášť tragické,2
zmírnit obzvlášť tragické stalo,2
obzvlášť tragické stalo časech,2
tragické stalo časech předvánočních,2
rána řešíme opět jednu,2
řešíme opět jednu implementaci,2
opět jednu implementaci zákonů,2
jednu implementaci zákonů eu,2
implementaci zákonů eu druhou,2
zákonů eu druhou ačkoli,2
