Slovo,Podobnost
znovujmenování,0.17382298409938812
nařízení,0.162490576505661
finanční,0.16165725886821747
sdílení,0.16073261201381683
osoby,0.14812777936458588
zdravotnických,0.14678837358951569
republiky,0.14313475787639618
základních,0.1413729190826416
koronaviru,0.13067512214183807
roku,0.10148072987794876
odst,0.10124112665653229
léčivých,0.09925296902656555
elektronizaci,0.0863940641283989
české,0.0852087065577507
ústava,0.080934077501297
ministrem,0.08035911619663239
zákona,0.059051238000392914
přízeň,0.05543362721800804
připraven,0.05440526083111763
rád,0.04732320085167885
práva,0.0404532365500927
přípravků,0.0382053442299366
podporu,0.03584961220622063
přístup,0.031966786831617355
čl,0.030466176569461823
