StatementId,Text
068740a4ec0a45729199d9a36986097e,"Předseda Pirátů Ivan Bartoš a pirátský europoslanec Marcel Kolaja navrhují, aby se v Radě EU rozhodovalo většinově a aby se posílila role europarlamentu. To by fakticky znamenalo, že by Česká republika přišla o svou suverenitu a o našem osudu by v Bruselu rozhodovalo Německo, Francie a další velké státy. Něco takového by připustil jen blázen.    Právo veta se v EU dnes vztahuje už jen na pár posledních oblastí: na zahraniční politiku, rozpočet EU, nepřímé daně, sociální politiku nebo rodinné právo. Kdyby nebyla zapotřebí jednomyslnost, tak nám Brusel už dávno diktuje výši DPH, mluví nám do penzí, určuje věk odchodu do důchodu, nařizuje délku mateřské dovolené nebo diktuje, jak máme pečovat o naše děti.    Co raději nepřiznávají    Nebýt českého a maďarského veta, tak by na summitu před třemi lety velké státy prosadily povinné migrační kvóty. Na úrovni ministrů vnitra se to u některých migračních návrhů může stát, protože se hlasuje většinově. Jen připomínám, že náš první „příděl“ mělo být 2987 migrantů ze zemí jako Pákistán, Afghánistán nebo Sýrie. Mimochodem, dnes Piráti kvóty také odmítají (bodejť by ne, když se mi je s Viktorem Orbánem podařilo pohřbít), ale že počítají s dobrovolným přijímáním migrantů z jižních zemí EU, raději nepřiznávají.    I díky hrozbě právem veta jsem pro Česko vyjednal z evropských peněz o rekordních 42 miliard korun navíc. Také mi to umožnilo do klimatických cílů EU prosadit jádro a plyn jako čisté zdroje, jinak bychom mohli naše jaderné elektrárny zavřít, což by mělo devastující dopad na ceny elektřiny, náš průmysl i zaměstnanost. Pobavil mě zásadní vzkaz Ivana Bartoše po jednání s komisařkou pro regionální rozvoj, že je třeba více peněz z evropského rozpočtu do regionů. Příští rozpočet EU se bude vyjednávat v letech 2025 a 2026. Pevně věřím, že i nadále na základě jednomyslnosti.    Kdyby většinový princip platil v zahraniční politice, už by tradiční spojenectví mezi Českem a Izraelem platilo jen na papíře a my bychom nemohli zabránit, aby prošly jak rezoluce podporující palestinské militanty, tak i ty útočící na Izrael.    Pokrokáři a fanatičtí aktivisté    Podobně nesmyslný je nápad Pirátů posilovat pravomoci Evropského parlamentu, který se stále častěji snaží překračovat svoje pravomoci a zasahuje do politiky členských zemí EU, zvlášť středoevropských, které se bruselským nápadům vzpírají. Pominu-li některé naše pomýlené europoslance, kteří si v Bruselu vyřizují vnitropolitické účty, tak už nyní v této předražené a zbytečné instituci převažují pokrokáři a fanatičtí aktivisté všeho druhu, jejichž cílem je převychovávat obyvatele Evropy. Právě Evropský parlament si nejvíce přeje posílení většinového hlasování na úkor jednomyslnosti, protože tím se zvětšuje i jeho pravomoc. Zatímco u jednomyslnosti dává k projednávané legislativě jen stanovisko, kterým se členské státy mohou, ale nemusí řídit, u většinového hlasování spolurozhoduje a velmi často se snaží i zásadně měnit to, co si členské státy před tím byť většinově odhlasovaly.    Europoslanci jsou přeplacení, mají obrovské kanceláře, mnoho asistentů a ve své nadutosti si často připadají jako pupek světa. Stačila by jich tak třetina i méně. Bohužel si nedělám iluze, že se toto někdy podaří prosadit, jejich počet se stále zvětšuje, ale aspoň to mohu napsat, třeba to v budoucnu někomu někdy dojde.    Mnohokrát jsem řekl a napsal, že členství České republiky v EU je nezpochybnitelné a že to vůbec není téma k diskusi. To ale neznamená, že máme nekriticky přijímat každý nápad, který se zrodí po domluvě velkých států nebo v hlavách pokrokových elit a byrokratů v Bruselu.    Opakovaně říkám, že EU se má soustředit na uzavírání obchodních dohod se zbytkem světa a prohlubování čtyř svobod jednotného trhu: svobodný pohyb zboží, práce, lidí a kapitálu. Za dobu své existence se EU nepodařilo dotáhnout jednotný trh, v Bruselu ale dál lační po dalších a dalších pravomocech.    To je nikdy nekončící úkol.    EU se musí zamyslet spíš nad tím, jak lépe inovovat, jak urychlit ekonomický růst a jak snížit byrokratickou zátěž.    V Bruselu pečení vaření    Bohužel se najdou lidé, kteří ještě větší centralizaci a vznik evropského superstátu podporují. V případě Česka to jsou právě Piráti, kteří jsou v Bruselu pečení vaření. Není divu, že si o suverenitě vlastní země nemyslí nic dobrého. „Takže například kraj Vysočina by měl podle vás také mít možnost blokovat rozhodnutí v národním parlamentu?“ Touto rétorickou otázkou odpůrcům většinového hlasování argumentoval před pár dny europoslanec Kolaja.    Jsou v podstatě dvě vysvětlení, proč Piráti usilují o to, aby se v EU rozhodovalo většinově. Buď jsou neskutečně politicky naivní, nezkušení a hloupí, takže vůbec netuší, co všechno se může stát. Anebo to vědí velmi dobře, ale protože jsou řízení ze zahraničí, je ztráta české suverenity celou dobu jejich hlavním cílem. Ať platí první, nebo druhá možnost, v obou případech je jisté, že české zájmy v EU Piráti určitě hájit nebudou."
0b2618e0eca8bc1b82cdf02f2e56f78e,"Tradiční koordinační jednání lídrů V4 před zasedáním #EUCO. Premiéři @AndrejBabis, @EduardHeger, @MorawieckiM a Viktor Orbán diskutovali o zabezpečení vnějších hranic proti nelegální migraci a vztazích EU s Tureckem a Ruskem. https://t.co/hDIvXKTnJ9"
0BE1BE6C0E84E27E63390483C0C62EED,"Výhled z kanceláře maďarského premiéra Viktora Orbána. Maďarská vláda sedí přímo v  parlamentu."
0DED0DB657A71DC410EF4021E17BDEBA,"Čau lidi, a tentokrát zdravím hlavně Brňáky. O tom, co se u vás stalo, začnu psát za chvíli. Teď ale posílám fotku ze Španělska. Moje dcera tady studuje a dlouho jsem ji neviděl. Byl to jediný víkend v dohledné době, kdy jsem měl čas, tak jsem ji na chviličku zaletěl navštívit. Zároveň sice bylo 2. kolo voleb do Senátu, ale zástupce našeho hnutí v obvodu, kde bydlím, nekandidoval. Klasicky z toho někteří novináři a opoziční politici udělali aféru. Kdo z vás jste volit šli a podpořili naše kandidáty, moc vám za to děkuju ❤️ Sice jsme neobhajovali žádný mandát, ale mohlo to dopadnout určitě líp. Každopádně gratuluju našemu zvolenému Miroslavovi Adámkovi. Rval se jako lev, dal do toho celou energii. Skvělý výkon. Jinak se ale potvrdilo, že senát prostě neumíme. Všechny tradiční politické strany se často spojují a ve druhém kole jdou proti nám. A tím se dostávám k tomu, o čem jsem psal na začátku:    BRNO.    Když vám 54letý zkušený chlap řekne, že takový podraz v životě nezažil, musí to být už fakt něco. Petr Vokřál - primátor města Brna zažil kudlu do zad, která je možná asi jen v politice. Takzvané tradiční demokratické strany se spojily proti našemu vítěznému hnutí. A přidali se k nim i noví a mladí politici, kteří se tradiční manýry naučili víceméně okamžitě.    Řeknu vám na rovinu, jaká je pravda. Myslím, že byste to měli vědět, i když je krutá. Tenhle puč upekla přes noc skupinka kmotrů napojených na ODS. Svým rozhodnutím překvapili dokonce i některé svoje straníky. Vždyť byla jasná dohoda, že vytvoříme širokou koalici hnutí ANO, ODS a dalších stran podle jejich výsledků v jednotlivých městských částech.     Chyběla hodina do podpisu, když se na kamerách objevili čtyři zástupci poražených stran a řekli, že je všechno jinak. A začaly klasické politické kecy. Je vidět, že paní Markéta Vaňková, budoucí primátorka za ODS, se teprve lhát na kamery učí. Takže třeba, když řekla, že se nemohla Petrovi Vokřálovi dovolat, tak stačilo dát na Facebook fotku z mobilu, na které je vidět, že to byla naopak ona, která mu nebrala v kritické chvíli telefon.    A o co teda v Brně jde? Oficiální verze novopečené koalice proti našemu hnutí je “vůle voličů” - což je teda extrémně vtipný, když nejvíc voličů dalo hlas nám. Ve skutečnosti jim jde o to samé, co vždycky. O vliv a o prachy. Dokonce vám to umím vyčíslit:    ŠEST MILIARD.    Za dobu, co byl Petr Vokřál primátor, připravil masivní rozvoj města. Udělal práci, na kterou nikdo před ním neměl představivost, schopnosti ani kuráž. Bavíme se tady o investicích za šest miliard. Všechny projekty jsou připravené a všechny se dokončí během následujícího volebního období. Sledujte:    Hokejová hala, po které volaly celé generace Brňáků, se začíná projektovat a do roku 2022 mohla být hotová. Atletická hala už je vysoutěžená a měla by se příští rok začít stavět. Na Velkém městském okruhu začalo Ředitelství silnic a dálnic stavět klíčový úsek Žabovřeská a bude do dvou až tří let hotový. Koncertní sál bude hotový do roku 2022, teď se dodělává projekt pro stavební povolení, v příštím roce se soutěží dodavatel. Dál tu je Centrální dům magistrátu. Ten bude znamenat, že Brno jako první město v republice stáhne všechny služby do jedné budovy. Aby to zrychlili, koupili rozestavěný projekt administrativní budovy od developera, takže nejpozději do roku 2022 tu bude všechno přestěhované. A samozřejmě Velodrom. Teď je ve fázi studie a začátkem roku se bude soutěžit dodavatel.    Jasně, že u toho chtějí všichni být, přestřihnout pásku a nechat se vyfotit, když naše hnutí udělalo veškerou práci. Chtějí sklidit ovoce za něco, co by sami nikdy nedali dohromady. A politickým podnikatelům jde samozřejmě o prachy.     Jak už jsem řekl novinářům, je to megapodraz. Ukázalo se, že politická scéna je pořád rozdělená na hnutí ANO a takzvané tradiční demokratické strany.    A tradiční strany mají své tradiční metody. Bezelstný člověk je proti nim bezmocný. Nechci Petra Vokřála teď nějak urazit, ale on do toho jednání opravdu bezelstně šel. Podali si ruku s ODS, že spolupráce mezi nimi je jasná. Ano tu ruku, o které pak zástupci tradičních demokratických stran natvrdo lhali, že nikdy podaná nebyla. A když se vynořili zástupci KDU-ČSL a pokoutně Petrovi nabídli koalici s nimi, Petr je odmítl. I přesto, že by díky tomu získal většinu v městské radě. Jak ale řekl později: “Pokud si s někým podám ruku, tak to neporuším.” No a dojel na to.     Když se kmotři rozhodli naše hnutí obejít, přidali se k nim lidovci jako první. Jejich společné vystoupení už jsme všichni viděli. Sám Respekt, který naše hnutí fakt nemusí, o tom napsal: “Budoucí primátorka Markéta Vaňková několikrát lhala, že vítězné hnutí neobejde.”    Mrzí mě to za všechny Brňáky i za Petra. Bylo mu vidět na očích, že nic takového předtím nezažil a že ho to mrzí profesně i lidsky. Ale vím, že se otřepe a půjde dál. Však sám řekl: “Nejsem profesionální politik, vždycky jsem říkal, že politiku dělám, protože chci, aby se v našem městě něco změnilo.”    Víme teď už jistě, že se Brno na další čtyři roky vrací ke starým pořádkům. Kmotři tentokrát vyhráli. Ale budou další volby. A lidi nezapomínají 🇨🇿    Když jsme u toho rozdílu mezi tradičními politiky a manažery, zaujal mě slogan “Všichni chceme lepší Česko, ale jen někteří doopravdy vědí, jak na to.” To byl totiž podtitul konference “Česko, jak jsme na tom?”, kterou pořádal časopis Forbes Česko v Dolních Vítkovicích v Ostravě. A já dostal možnost promluvit hned na úvod a potom debatovat s odborníky.    Na konferenci přijeli zástupci z byznysu, veřejné sféry i vlády, abychom se bavili o vzdělávání, kvalitě života a konkurenceschopnosti naší země ve světě. Řekl jsem několik čísel, která mi přijdou opravdu důležitá. Třeba jen od roku 2014 do roku 2017 se nám zvýšilo HDP o 13 procent. Od roku 2014 jsme vytvořili 366 tisíc nových pracovních míst a teď právě máme nejnižší nezaměstnanost v Evropě. Mezinárodní agentury nás posouvají nahoru v žebříčcích a hodnoceních. Máme vyrovnaný rozpočet a snižujeme zadlužení. Zlepšujeme výběr daní a těží z toho i naše obce a kraje. Třeba v polovině tohoto roku měly na účtech 212 miliard. Nejen obce a kraje, ale i celý náš stát může mohutně investovat do dalšího rozvoje, do zlepšování života lidí.     Máme se čím chlubit a máme potenciál být zpátky na špičce Evropy.    Často slýchám, proč na tom nejsme ještě líp. No musíme si uvědomit, jaká byla naše startovní pozice. Co dělali ti před námi. Nebo spíš nedělali. Naše menšinová vláda bez důvěry vznikla v prosinci 2017. Takže ani ne před rokem. A tahle vláda, která na jejích výsledcích staví, byla jmenovaná v červnu 2018. Konečně máme vládního zmocněnce pro informační technologie a digitalizaci, který má podporu premiéra, spolupracuje s ministry a systematicky řeší projekt Digitálního Česka. Psal jsem vám už v minulém týdenním hlášení o těch hlavních věcech, na kterých náš Vladimír Dzurilla pracuje. Pokud jste to nezaznamenali, budu rád, když si ho přečtete. Píšu v něm, jak zjednodušíme lidem život od narození dítěte až třeba po založení firmy. Nová pravicová ministryně paní Marta Nováková připravuje opatření na odstranění byrokracie, která dneska trápí a zdržuje lidi, podnikatele a živnostníky.     A opět jsme u toho, co udělaly vlády před námi. S čím se musíme potýkat. Třeba se systémem IBM, který je na ministerstvu financí od roku 1993 a každý zaměstnanec finanční správy s ním zápasí. Nová soutěž bohužel potrvá tři roky, protože takovou máme legislativu. Nebo OKsystem na ministerstvu práce. Do IT systémů stát nainvestoval 124 miliard a to takovým způsobem, že teď mají softwarové firmy dominantní postavení. Jsme první, kdo to začíná řešit. Třeba právě na ministerstvu financí s projektem Moje daně. Za minulé vlády spíš ministerstva vnitra a financí bojovala, než aby spolupracovala. Ale o tom jsem vám už psal. Mimochodem 22. listopadu k nám přilétá můj přítel a premiér Estonska Jüri Ratas. Den nato pořádáme konferenci o digitalizaci a budeme se ptát na jejich zkušenosti. Vždyť v Estonsku trvá podání daňového přiznání dvě minuty.    Na konferenci Forbesu jsme se bavili hodně dlouho. A řeč přišla i na produktivitu práce. Pořád tady koluje klišé, jak je u nás produktivita nízká. Nikdo přitom nemluví o tom, že se při jejím výpočtu bere do úvahy spousta faktorů včetně mezd a cen výrobků. Takže tvrdit, že naše země, která ročně vyrobí skoro dva miliony aut na nejmodernějších poloautomatizovaných linkách, má třetinovou produktivitu práce oproti západní Evropě, je fakt k velké debatě makroekonomů. Mám k tomu slušnou analýzu.    Máme neskutečně šikovné lidi. A máme špičkový výzkum, vývoj i výrobu. Důkaz, který nejde přehlédnout sjel právě tento týden z výrobní linky. Určitě jste viděli ty fotky, dal jsem jich sem spoustu. Díky novému letadlu L-39NG od AERO Vodochody se vracíme do exkluzivního klubu zemí, které vyrábí vlastní vojenské letouny. Dlouhých 21 let to trvalo od uvedení předchozího modelu L-159. Je určený hlavně na export, ale předpokládám, že ho využije i naše armáda.     Je skvělé vidět, co náš zbrojní průmysl dokázal navzdory tomu, že ho vlády po revoluci skoro zlikvidovaly. Vracíme se na mezinárodní scénu jako důležitý hráč. Vždyť právě naše Aero Vodochody je historicky největší výrobce lehkých proudových letadel v Evropě a jedním z největších na světě. Z jeho linky sjelo už 6 700 proudových letadel.    Ještě než jejich nejnovější model slavnostně vyjel z hangáru, měl jsem projev a řekl jsem, co všechno podle mě tenhle stroj znamená. Pro naši zemi má jednak průmyslový význam. Je klíčové, že jsme schopní vyvinout a vyrobit vojenské letadlo tady u nás. Na L-39NG je navázaných víc než 40 českých dodavatelů, takže z toho těží celý český letecký průmysl. Přínos je i ekonomický a společenský. Aero díky výrobě a exportu zachová pracovní místa v leteckém odvětví a samozřejmě tady bude platit daně a odvody.     Stejně důležitý je i politický význam. Vývoz vojenského letadla posiluje dlouhodobé vztahy s odběratelskými zeměmi a zlepší image České republiky v zahraničí. Už teď na premiéru přijeli vojenští představitelé několika států, potvrzení zákazníci a potenciální zájemci a diplomatické delegace.    Já osobně Aero podporuju na mezinárodní úrovni. Už jsem o něm mluvil s rakouským premiérem Sebastianem Kurzem, s maďarským premiérem Viktorem Orbánem a německou kancléřkou Angelou Merkelovou. Chci, pomoct, aby byl projekt celosvětově úspěšný a pomáhali v tom i naši ministři.    Když jsme u těch letadel, byl jsem taky v GE Aviation Czech, pobočce jedné z největších světových firem na letecké motory, která má ambice stát se světovým lídrem v turbovrtulových motorech a vyrábět je má právě u nás v České republice. K nim do Letňan se mnou zajela i paní ministryně Marta Nováková a Alena Schillerová a místopředseda Rady pro výzkum, vývoj a inovace Karel Havlíček, abychom se setkali s prezidentem a šéfem GE Aviation Davidem L. Joycem.    Tady v areálu Letov vyrábí GE motory do letadel a zároveň tu probíhá velký výzkumný projekt mezi GE a Českým vysokým učením technickým. Vláda na projekt v minulosti uvolnila návratnou finanční výpomoc pro ČVUT až do limitu skoro dvě miliardy korun. Výsledkem má být zavedení nového studijního oboru fakulty strojní se zaměřením na letecké a kosmické konstrukce a technologie a vybudování Centra pokročilých leteckých technologií.     Je skvělé, že se naše univerzita pouští s nejlepšími světovými společnostmi do ambiciózních projektů, ale finančně je projekt velké fiasko. ČVUT podcenila finanční řízení, nepracovalo se s rizikovými scénáři, chybějí předpokládané zdroje z EU a navíc jsou tam vícenáklady za 400 milionů korun. Abych to zkrátil, pokud resort průmyslu neprodlouží čerpání půjčky, jde fakulta strojní do insolvence, protože v projektu je díra skoro 1,5 miliardy korun…    Okamžitě jsem proto zmocnil ministryni Novákovou a místopředsedu vládní Rady pro výzkum Havlíčka k jednání, chci vědět proč to nastalo a jaké máme varianty řešení. Přiznám se, že už mi s ČVUT dochází trpělivost. Nejdřív skandál s odměnami, kdy se zjistilo, že tam vedoucí činitelé mohou brát 5,5 milionů korun ročně, poté skoro destrukce ústavu kybernetiky a robotiky. O tom jsem vám mimochodem psal minulý týden. A teď další problém na naší největší technické univerzitě.    Každopádně podporujeme firmy, které u nás chtějí skutečně investovat. A tím nemyslím jen postavit továrnu, ale investovat do našich lidí, do jejich vzdělání, do vědy, výzkumu. Ne jako to dělaly minulé vlády, že zahraničním firmám dávaly štědré pobídky, výhody, daňové prázdniny. I díky tomu jsme dostali tu přezdívku Montovna Evropy. Naše vláda nastavila nový kurz. Bavil jsem se o tom s redaktory Newsweeku.     Časopis, který vychází ve 150 zemích světa, dělá speciál “Coutry Reports.” V něm představují jednotlivé země potenciálním investorům. Paní Martyna Mener a pan Manuel de la Serna si za mnou přijeli povídat o Česku. A prý mě uvést jako příklad byznysmena, který se rozhodl jít do politiky. Ještě před začátkem rozhovoru mi říká Mauel, že to vypadá, že mám dneska nabitý program. Upřesnil jsem mu, že mám celý život nabitý program. Jak víte sami z mých reportů.     Vzali jsme to zeširoka. Od začátku mého podnikání přes ten osudový večer, kdy jsem viděl Klause v televizi, jak říká, že v Česku není korupce, až po dnešní dny, naši ekonomiku, Evropskou unii, migraci. Ukázal jsem jim svou knížku, aby viděli, že naše země má vizi, kterou se snažím systematicky naplnit.    Hlavní téma celého rozhovoru byly důvody, proč by měli investoři chodit do naší země. Stejným způsobem vedli rozhovor předtím třeba v Japonsku. Myslím, že se mi podařilo Českou republiku odprezentovat důstojně a vyvrátit mýty, které i za hranicemi šíří naši aktivističtí novináři. Hlavně ten, že jsme montovna ovládaná komunistickou vládou. Na konci říká pan redaktor: “Upřímně, mluvil jsem s mnoha veřejnými osobami a vy mi připadáte hrozně přímočarý, nezníte vůbec jako politik.” Snad to je pozitivní.    Když jsme u těch mýtů, našeho ministra dopravy Dana Ťoka už přestaly bavit ty hoaxy, že nestavíme silnice a sepsal reálná čísla. Právě teď budujeme 110 kilometrů dálnic a 67 kilometrů silnic I. třídy. Třeba na jihočeské části dálnice D3 se pracuje na 19 kilometrech a přidá se k nim dalších 20 kilometrů obchvatu Českých Budějovic. Pokračuje taky D11 z Hradce Králové směrem na Polsko. Na D6 se pracuje po délce 14,6 kilometrů. Jen minulý týden jsme zahajovali dalších pět staveb. Takže pokud vám soused nebo kámoš v hospodě pořád předhazuje, že naše vláda nic nestaví, můžete mu hned v mobilu ukázat mapu, kterou dávám do komentářů.    Kolegové na mě tlačí, že mám zkusit být stručnější. Prý 4 strany reportu je na neděli víc než dost. Takže odsud to vezmu už ve zkratce.    Měli jsme už devatenácté jednání Rady vlády pro koordinaci boje s korupcí. Navštívil mě ministerský předseda Saska–Anhaltska Reiner Haseloff a jednali jsme o hospodářské spolupráci. Na vládě jsme schválili novelu zákona o léčivech, který nově umožní lékařům sdílet lékové záznamy pacientů a lékařům, lékárnám a dalším oprávněným subjektům do této databáze nahlížet. Měli jsme Vládní výbor pro zdravotně postižené. Jednal jsem s velvyslanci zemí Evropské unie a kandidátských zemí. Zúčastnil jsem se Dne podnikatelů v pražském hotelu Ambassador a se mnou ministryně průmyslu a obchodu Marta Nováková a ministryně práce a sociálních věcí Jana Maláčová. Mluvili jsme hlavně o digitalizaci a zjednodušení podnikání. Jednal jsem se zástupci BMW a CzechInvest. Ve sněmovně jsme měli Výbor pro evropské záležitosti.    Dneska večer se vracím od dcery domů a zítra letím do Polska. Ve Varšavě jednám s polským premiérem Mateuszem Morawieckim a navštívím sídlo agentury Frontex. Psal jsem vám už několik hlášení nazpátek, že se chci seznámit s tím, jak naše evropská pohraniční a pobřežní stráž vlastně funguje. Budu taky mluvit s našimi českými experty, kteří ve Frontexu působí. Jejich názor je pro mě nesmírně důležitý.    Mějte se moc hezky a užijte si zbytek víkendu 😎"
1116877c85bc77c11844cdca7028a2fa,"Tradiční koordinace lídrů V4 před zasedáním #EUCO. @AndrejBabis, @MorawieckiM, Viktor Orbán a Igor Matovič probírali témata mimořádného zasedání Evropské rady. Pro českého premiéra je důležitý vnitřní trh a vnější vztahy, zejména současná situace v Bělorusku."
111833ecbc0613a59c65f43da5735586,"V Praze s jednali předsedové vlád zemí V4 @AndrejBabis🇨🇿 @MorawieckiM🇵🇱 @PellegriniP_🇸🇰 a Viktor Orbán🇭🇺 o aktuální situaci v souvislosti s výskytem a šířením koronaviru v Evropě, o migraci i o víceletém finančním rámci EU → https://t.co/oMWjhT0DWw"
14D02B20099C8222DDECEE1A59528891,"S maďarským premiérem Orbán Viktor na jednání V4 v Budapešti 🇭🇺 Hlavní téma? Jednoznačně migrace."
14D633CB2322C4215E9E59FEA892FCED,"Čau lidi, mám za sebou dvoudeňák v Bruselu a musím říct, že to bylo fakt hodně náročné. Na odpočinek ale není čas, právě teď se snažím, jako vždycky v neděli, odpovědět na co nejvíc vašich dotazů. Předpokládám, že jste si všimli, že naše země má konečně vládu, která pracuje a má tah na branku. Sice ještě parlament nehlasoval o důvěře, ale aspoň tuhle zemi někdo konečně řídí a můžeme konat.     Ve středu jsme si dali sraz se všemi ministry, nasedli do autobusu a jeli do Lán poklonit se u hrobu TGM. V naší stoleté historii bylo těch prvních 20 let v rámci našeho postavení ve světě a v Evropě nejúspěšnějších. Máme na to, abychom se tam vrátili. Tak, jak o tom píšu ve druhé kapitole knížky O čem sním, když náhodou spím.    Nálada v autobuse byla trochu jako na školním výletě 🚌 Jsem rád, že vláda takhle od začátku funguje jako jeden tým. Pak jsme si dali další pracovní schůzku a z ní rovnou na Hrad. Tam nás seřadili, přišel pan prezident, ředitel úřadu přečetl slib, jednotliví ministři se podepsali, přiťukli jsme si a vyfotili se. Já jsem tohle zažil už jako ministr financí a musím vám říct, že jsem se za ty čtyři roky asi nijak nezměnil: prostě nejsem na tyhle oficiality úplně stavěný, vždycky mám trému.    Uvedl jsem sedm ministrů za čtyři hodiny do úřadu. A byla to honička.    Mám z toho dobrý pocit, i pan prezident náš tým zhodnotil, že jsou to srdcaři ❤️    Snad naše Vláda pro lepší Česko vydrží a získáme v parlamentu aspoň toleranci. Oni ať si tam povídají a my budeme makat za ně. A ať si nás kontrolují od rána do večera. Nemám s tím problém, byla by to výborná dělba práce 🤓    S jmenováním vlády jsme spěchali i proto, že hned další den ráno jsem letěl do Bruselu. V sedm ráno jsme sedli, můj tým čtyř lidí a parta novinářů do letadla. Mně je teda lítat vládním speciálem totálně proti srsti, byla to moje premiéra, vždycky jsem lítal do Bruselu economy. I tentokrát jsem chtěl, ale protokol mi to nedovolil. Bylo mi řečeno, že musím mít ochranku a letět speciálem, jinak se na summit nedostanu.     Pokud vás zajímá, jaký je rozdíl mezi normálním letadlem a vládním speciálem, tak v tom vládním jsou větší sedačky a víc místa. Posádka mi ještě k tomu nabízela, abych si sedl “do salónku.” Když jsem se ptal proč, tak prý to tak moji předchůdci dělali. No nic 😂 Já jsem seděl s týmem a pokračovali jsme v přípravě strategie vyjednávání.    V Bruselu jsem šel nejdřív do budovy Stálého zastoupení ČR při Evropské unii a pak do té slavné budovy Europa. Moje první mezinárodní setkání bylo s předsedy Visegrádské čtyřky, do které patříme my, Slováci, Maďaři a Poláci. Potykali jsme si s Robertem Ficem a fajn byla i debata s Viktorem Orbánem. Tykají si tam všichni, je to bruselský rituál, stejně to bylo na Ecofinu, kam jsem chodil jako ministr financí. Dohodli jsme se na společné iniciativě proti nelegální migraci, kterou budeme v Evropě jednotně prosazovat: zaměříme se na Libyi – zemi, přes kterou dnes proudí tisíce migrantů a která je pro pašeráky branou do Evropy.    Všude byla pořád spousta novinářů, po každém jednání jsme pro ně dělali tiskovky. Jasně jsem podpořil šéfa Evropské rady Donalda Tuska, který řekl, že přerozdělování žadatelů o azyl podle kvót rozděluje Evropu a není efektivní. Konečně vysoce postavený úředník Evropské unie řekl, co si myslí většina z nás. I když od některých pořádně schytal, že je “protievropský”      Kromě Tuska jsem se představil Junckerovi, krátce jsme spolu mluvili, slíbil, že mě v lednu přijme. Potom bylo první pracovní zasedání Evropské rady, mám tam místo mezi francouzským prezidentem Emmanuelem Macronem a švédským premiérem Stefanem Löfvenem. Snažím se navázat co nejvíc kontaktů, i když se s asi jedenácti premiéry jsem se znal už předtím.    To hlavní se ale dělo na “neformální večeři” všech předsedů členských zemí. Zvláštnost zasedání premiérů je v tom, že jsou tam premiéři sami, nejsou tam poradci. Mluvilo se hodně otevřeně a místy byla atmosféra dost hustá. Všichni se potřebovali vyjádřit. Včetně mě. Celou dobu jsem zdůrazňoval, že ilegální migraci vyřešíme jedině MIMO Evropu, ne na našich hranicích, a kvóty jsou nepřijatelné. Takže se pojďme bavit o krocích proti pašerákům, ne o kvótách. Novináři se mě pak ptali, už teda dost unaveného, jestli bude dohoda mezi námi možná, když na to mají všichni tak odlišný názor. Já na to, že na tom musíme popracovat, naši pozici nezměníme za dva dny na summitu, musíme na tom kontinuálně pracovat spolu s ministrem zahraničních věcí a přesvědčovat ostatní členské země o naší pozici.    Mám teď jasno, kdo má jaké názory, kdo s kým spolupracuje. A zítra na vládě si stanovíme jasný plán strategie vůči Evropské komisi a plán postupu vůči jednotlivým členským zemím.    Včera jsem byl s moji paní na Mejdanu roku rádia Impuls, kde byli snad všichni, co mám rád. Ilona Csáková, No Name, Slza, Ewa Farna a samozřejmě božský Kája na závěr 👍 A na Michalovi Davidovi jsme byli v kotli.    Interpreti byli super, akorát mi vadilo, že tam nebyly velké obrazovky jako minulý rok po bocích, a že taky nedávali záběry na publikum, což mají lidi rádi.    A vám přeju, abyste si tenhle týden užili. Koukám do kalendáře, že přesně za týden je Štědrý večer 😳🎄Půjdu zase na polévku na Staromák.    Zítra ráno začínám v 6.30, teď makáme na programovém prohlášení, musí být hotové, přes mail chatujeme se 14 ministry, to je asi taky novinka. Zjistili jsme, že nejlepší češtinář je ministr kultury Ilja Šmíd. Teďka jdu se ženou na svařáka a večer na tom budu ještě makat 😉"
1525d75cce7d17bd2b578da0a5c817ba,"Maďarsko nám pomůže 150 plicními ventilátory. Díky Orbán Viktor, moc si téhle rychlé a významné pomoci vážím 🇨🇿🇭🇺 Hasiči ventilátory v následujících dnech převezou do Správy státních hmotných rezerv, odkud budou rozvezeny do nemocnic dle potřeb."
15BF78B2487DF03D0C76559D85D8096F,"Varšava právě teď. S Orbán Viktor, Peter Pellegrini a Mateuszem Morawieckým. V4 slaví členství v NATO 🇨🇿🇵🇱🇸🇰🇭🇺"
