Slovo,Podobnost
většina,0.19964741170406342
drahota,0.19720743596553802
povolenek,0.19241902232170105
zákon,0.1806241273880005
celou,0.1737586259841919
dalších,0.16404999792575836
pomáhá,0.15337052941322327
emisních,0.13622324168682098
centra,0.12990336120128632
ministři,0.10925116389989853
volbami,0.10364322364330292
rusko,0.09415683150291443
tendr,0.09121716022491455
lidové,0.08376345783472061
krize,0.07313092052936554
republiky,0.07302059978246689
opatření,0.0630992203950882
putinova,0.06140805035829544
předsednictví,0.058069974184036255
