StatementId,Text
0cc8e51e49dffe11eb7d1e290614dab8,"Právě teď:  Novinář:  Je @elonmusk národní bezpečnostní riziko?   Biden:  Musíme se na něj dívat.   Novinář:  Jak?   Biden:  Existuje mnoho způsobů. "
0d6ae0ca716d9a907a735747a625af5a,"@PhillDanus 2: Můžeme společně sledovat jak dlouho když tak vydrží Biden den úřadu a jestli se potvrdí nejrozšířenější “konspirační teorie dneška”."
13157e321f8f1943c20b7d8e2d593ead,"Hleďme kde všude “nechal tesař díru”? Trumpovi příznivci se ptají, proč má Joe Biden tolik klíčových hlasů navíc, v případě Georgie téměř 96 000, ve srovnání s počtem lidí, kteří hlasovali pro demokratické senátory na STEJNÉM lístku."
15c8860b6dbd97c7566ac8cd5bc445eb,"❌❌🇺🇸🇺🇸 Biden a zbraň na Twitteru  Ukvapený tweet - ale ne od Trumpa. JOE BIDEN osobně dokázal rozpoutat nepokoje mezi migranty v Hondurasu dva dny PŘED jeho inaugurací prostřednictvím Twitteru."
1dd270405902854e8951c4a518322b03,"➡️ Proč ne, ať mezinárodní společenství férově soudí.  ➡️ Mohli bychom začít popořadě, podle podpory posledních útočných válek?  ➡️ Bush sen., Clinton, Bush jun., Obama, Biden, Tony Blair, Boris Johnson, Prodi, Baroso, Juncker, von der Leyenová. USA, EU.  https://t.co/RaJmv2NY3G"
1fc24c3e8f7ef997316436d7e24fdc6d,"Biden si před schůzkou s Putinem během necelých 90 sekund 3krát spletl Sýrii s Libyí https://t.co/itdQh9P0WR"
331e1086713bef3abdd3d916408ad845,"Biden dostal Covid Fauci dostal Covid Generální ředitel společnosti Pfizer dostal Covid Ředitel CDC dostal Covid  Doslova každý, kdo řekl, že vakcíny zabraňují přenosu, dostal Covid.  Nejslavnější selhání v historii medicíny."
363f249fa590665f1847ca315c7c392e,"Prezident Joseph Biden: Jsme národ, který odmítá násilí jako politický nástroj. Nepodporujeme násilí.  Senátor Joseph Biden: Navrhuji, ať bombardujeme Bělehrad. Navrhuji, že pošleme americké piloty a vyhodíme všechny mosty."
3db4296f657a622cef106e5f11497bec,"❌❌🇺🇸🇺🇸 Biden und die Twitterwaffe Ein unüberlegter Tweet - aber nicht etwa von Trump. JOE BIDEN persönlich ist es gelungen, schon zwei Tage VOR seiner Amtseinführung über Twitter eine UNRUHE unter Migranten in Honduras zu schüren. https://t.co/fpnCgOAN0L"
4ba0bcbb717bfd2df3ff46a15d3dd795,"“Zákon o zločinu” Joa Bide””na z roku 1994 byl naprostá katastrofa. Pro černochy to znamenalo hromadné věznění, mnohdy nevinných. Udělal jsem reformu trestního soudnictví, něco, co se Obama a Biden ani nesnažili do - a nemohli to udělat, i kdyby to zkusili.”"
5ec7568c4b9358bb244e9a0a02ea6b5b,"🚩 Biden: Co mám dělat dál? 🚩 Vojanda, tady si stoupni dědo."
6625552f3551254ebd864d9d45a458a4,"Ruské FM: Jsem si jistý, že Biden ohlásí, pokud tak ještě neučinil, 'vítězství', protože ruské jednotky, končící svá cvičení, se vracejí na své základny - jak plánovaly a jak jsme řekli, že udělají.   Nikdo neprodává vzduch lépe, dodal;  můžeme se od nich jen učit [Biden] "
674d9be00c81598961f17f25849f8b7d,"“Liberální demokraté” @PiratIvanBartos @SpoluKoalice @STANcz pracují pro Čínu, stejně jako Biden."
686602453c4ef365d5f4ba30f2e7dbbf,"Pamatujete, jak všechny vynálezy pocházely z dílny sovětských vědců, jenom jim byly kapitalisty zcizeny? Joe Biden vážně tvrdí, že žárovku vynalezl černoch, ne bílý cápek Edison. Realita opět překonává satiru a parodii. https://t.co/Qlq5yulM4v"
692191156d2f2d66f88c17dc84938111,"Trump se snaží ukončit zbytečně války. Biden jich pár zase rozpoutá, jakmile k tomu jeho globalistická klika dostane šanci."
